sentence_id,text,label_openai,basis_openai,label_gemini,basis_gemini
Z004930,"且將箇敬字,收斂箇身心,放在摸匣子裏靣,不走作了,然後逐事逐物看道理。",N,道理는 일상적 도리 의미,N,道理는 '도리'라는 일상적 용법
Z004936,"心地光明,則此事有此理,此物有此理,自然見得。",C,"此事有此理, 理 존재만 서술",C,有此理는 '이 이치가 있다'는 존재 진술
Z004950,"而今只是理㑹個敬,一日則有一日之效,一月則有一月之效。",N,理㑹는 '이해'의 관용적 용법임,N,理會는 '이해하다'는 관용적 용법
Z004957,今人皆不肯於根本上理㑹。,N,根本上理㑹는 '이해' 의미로 보임,N,理會는 '이해하다'는 관용적 용법
Z004963,敬則萬理具在。,C,萬理具在는 능동·수동 불명확,C,理가 '갖추어져 있다'는 의미로 능동/수동 미결정
Z004969,"敬則天理常明,自然人欲懲窒消治。",C,天理常明은 능동·수동 판단 불가,C,理가 '항상 밝다'는 의미로 능동/수동 미결정
Z004970,"人能存得敬,則吾心湛然,天理粲然,無一分著力處,亦無一分不著力處。",C,"天理粲然 묘사, 작용 여부 불명확",C,理가 '환하게 밝다'는 의미로 능동/수동 미결정
Z004998,"或問:""持敬患不能久,當如何下功夫?""曰:""某舊時亦曾如此思量,要得一箇直截道理。",N,"直截道理는 '도리' 의미, 능동성 언급 없음",N,道理는 '도리'라는 일상적 용법
Z005005,"若無事物時不成,須去求箇事物來理㑹。",N,事物來理㑹는 '이해' 의미로 보임,N,理會는 '이해하다'는 관용적 용법
Z005027,"方曰:""敬中有誠立明通道理。",N,"通道理는 '도리' 의미, 능동성 언급 없음",N,道理는 '도리'라는 일상적 용법
Z005033,"或於物慾中,打一覺悟,是時私慾全無,天理盡見,即此便是仁之全體否?""曰:""便是不如此。",C,"天理盡見은 드러남, 작용 여부 불명확",C,理가 '모두 드러난다'는 의미로 능동/수동 미결정
Z005041,"但恐一旦發作,又却無理㑹。",N,無理㑹는 '이해' 의미로 보임,N,理會는 '이해하다'는 관용적 용법
Z005053,"然此只是自家見理不透,做主不定,所以如此大學》曰:""物格而后知至,知至而后意誠。",N,"理不透는 이해 의미, 형이상학적 理 아님",N,見理不透는 '이치를 꿰뚫어보지 못하다'는 관용적 용법
Z005063,"大凡學者,須先理㑹敬字,敬是立脚去處。",N,"理㑹敬字는 관용적 용법, 형이상학적 아님",N,理會는 '이해하다'는 관용적 용법
Z005110,"盖精神不定,則道理無湊泊處。",C,"道理無湊泊處, 理 작용 여부 언급 없음",N,道理는 '도리'라는 일상적 용법
Z005126,"若不做這工夫,却要讀書看義理,恰似要立屋無基地,且無安頓屋柱處。",N,"義理는 도리 의미, 형이상학적 理 아님",N,義理는 '의리'라는 일상적 용법
Z005127,"今且説到營營底心,㑹與道理相入否?㑹與聖賢之心相契否?今求此心,正為要立箇基址,得此心光明,有箇存主處,然後為學使有歸著不錯。",N,"道理相入 등 관용적 용법, 형이상학적 아님",N,道理는 '도리'라는 일상적 용법
Z005129,"人也有静坐無思念底時節,也有思量道理底時節,豈可畫為兩途説?静坐時與讀書時,工夫逈然不同。",N,"思量道理는 도리 사유 의미, 형이상학적 아님",N,道理는 '도리'라는 일상적 용법
Z005130,"當静坐涵養時,正要體察思繹道理,只此便是涵養,不是説喚醒提撕,將道理去却那邪思妄念。",N,"思繹道理는 도리 사유 의미, 형이상학적 아님",N,道理는 '도리'라는 일상적 용법
Z005131,"只自家思量道理時,自然邪念不作,言忠信、行篤敬,立則見其参于前,在輿則見其倚于衡。",N,"思量道理는 도리 사유 의미, 형이상학적 아님",N,道理는 '도리'라는 일상적 용법
Z005141,"動時也有静,順理而應,則雖動亦静也。",C,"順理而應, 理 작용 여부 명확하지 않음",C,"順理而應은 '이치에 순응하여 응하다'로, 理의 작용 여부 불분명"
Z005143,"'事物之來,若不順理而應,則雖塊然不交於物以求静,心亦不能得静。",C,"不順理而應, 理 작용 여부 불명확",C,"順理而應은 '이치에 순응하여 응하다'로, 理의 작용 여부 불분명"
Z005144,"惟動時能順理,則無事時能静;静時能存,則動時得力。",C,理가 능동 작용 언급 없고 순리 의미,N,順理는 '이치에 따르다'는 관용적 용법
Z005150,""")雖然,動静無端,亦無截然為動為静之理。",C,"無截然為動為静之理, 능동·수동 불명확",N,為動為静之理는 '동정의 이치'로 관용적 용법
Z005186,"大凡這个,都是一屈一信,一消一息,一徃一來,一闔一闢,大底有大底闔闢消息,小底有小底闔闢消息,皆只是這道理。",C,"皆只是這道理, 理의 작용 여부 불명확",C,皆只是這道理는 理가 총칭적 의미로 사용됨
Z005194,"○應物,物與我心中之理,夲是一物,兩無少欠,但要我應之爾。",C,"理는 一物, 작용 주체 언급 없음",C,物與我心中之理는 理의 존재를 언급하나 작용은 없음
Z005195,"(方謂沖漠無/朕一章通此)物心共此理,定是靜,應者是動。",C,"理는 靜, 應者는 動, 능동·수동 분명치 않음",C,物心共此理는 理의 존재를 언급하나 작용은 없음
Z005220,"古人只是日夜皇皇,汲汲去理㑹這箇身心,到得做事業時,只随自家分量以應之。",N,理㑹는 '이해하다' 의미로 형이상학적 아님,N,理㑹는 '이해하다'는 관용적 용법
Z005224,"人於道理不能行,只是在我之道理,有未盡耳。",C,"道理는 행위 주체 아님, 작용 불명확",C,在我之道理는 理의 존재를 언급하나 작용은 없음
Z005226,"為學,就其偏處著工夫,亦是其平正道理自在。",N,"道理는 일상적 '이치' 의미, 능동성 언급 없음",C,平正道理自在는 理의 존재를 언급하나 작용은 없음
Z005228,"只就這裏用工,須存平正底道理。",N,"道理는 일상적 '이치' 의미, 능동성 언급 없음",C,存平正底道理는 理의 존재를 언급하나 작용은 없음
Z005235,"某此間講説時少,踐履時多,事事都用你自去理㑹,自去體察,自去涵養,書用你自去讀,道理用你自去究索。",N,"理㑹는 '이해하다' 의미, 형이상학적 아님",N,"理㑹, 究索은 '이해하다, 탐구하다'는 관용적 용법"
Z005237,"書冊中説義理,只説得一靣。",N,義理는 형이상학적 理 아님,N,義理는 형이상학적 원리 理가 아님
Z005243,"若不去實踏過,却懸空妄想,便和最下底層,不曾理㑹得。",N,理㑹는 이해 의미로 비대상,N,理會는 '이해하다'는 관용적 용법
Z005246,"有箇天理,便有箇人欲。",C,"有箇天理 존재만 서술, 작용 언급 없음",C,理와 欲의 존재 관계만 언급
Z005247,"盖緣這箇天理,須有箇安頓處,才安頓得不恰好,便有人欲出來。",C,天理가 安頓處 필요하나 작용 불명확,C,"理의 안돈처 언급, 작용 여부 불분명"
Z005248,(夔孫○以下理欲/義利是非之辨),U,"문장 불완전, 의미 파악 불가",U,문장이 토막나 의미 파악 불가
Z005249,"天理、人欲,分數有多少。",C,天理·人欲 분수 관계만 서술됨,C,"理와 欲의 분수 언급, 작용 여부 불분명"
Z005250,"天理本多,人欲便也是天理裏靣做出來。",C,"人欲가 天理 안에서 나옴, 작용 불명확",C,"理의 양과 欲의 관계 언급, 작용 불분명"
Z005251,"雖是人欲,人欲中自有天理。",C,"人欲中에 天理 존재, 작용 여부 불명확",C,欲 속에 理가 있다는 존재 관계만 언급
Z005252,"問:""莫是本來全是天理否?""曰:""人生都是天理,人欲却是後來沒巴鼻生底。",C,天理와 人欲 존재 시기만 서술됨,C,"理의 본래적 존재 언급, 작용 여부 불분명"
Z005253,"人之一心,天理存則人欲亡,人欲勝則天理滅,未有天理、人欲夾雜者。",C,"天理·人欲 상호관계만, 능동성 불명확",C,"理와 欲의 상호 관계 언급, 작용 여부 불분명"
Z005255,"大抵人能於天理人欲界分上,立得脚住,則儘長進在。",C,"天理와 人欲의 구분만 언급, 작용 불명",N,天理人欲界分: 형이상학적 원리가 아님
Z005256,"天理人欲之分,只爭些子,故周先生只管説㡬字。",C,天理人欲의 구분과 논쟁만 서술됨,N,天理人欲之分: 형이상학적 원리가 아님
Z005258,天理人欲㡬微之間。,C,天理人欲의 미세한 차이만 진술됨,N,天理人欲幾微之間: 형이상학적 원리가 아님
Z005259,"或問:""先生言天理、人欲,如硯子上靣是天理,下一靣是人欲。",C,天理人欲의 대비만 비유로 설명됨,N,"天理,人欲: 형이상학적 원리가 아님"
Z005260,"""曰:""天理、人欲,常相對。",C,天理人欲가 서로 대립함만 서술됨,N,"天理,人欲: 형이상학적 원리가 아님"
Z005261,"問:""飲食之間,孰為天理,孰為人欲?""曰:""飲食者,天理也;要求美,人欲也。",C,天理와 人欲의 역할 구분만 있음,N,"天理,人欲: 형이상학적 원리가 아님"
Z005262,"有天理自然之安,無人欲䧟溺之危。",C,天理의 상태와 人欲의 부재만 진술됨,N,天理自然之安: 형이상학적 원리가 아님
Z005263,"不為物欲所昬,則渾然天理矣。",C,"天理의 상태 묘사, 능동성 불명확",N,渾然天理: 형이상학적 원리가 아님
Z005264,"天理人欲,無硬定底界,至是兩界分上功夫。",C,天理人欲의 경계와 노력만 언급됨,N,天理人欲: 형이상학적 원리가 아님
Z005267,"人只有箇天理人欲,此勝則彼退,彼勝則此退,無中立不進退之理。",C,天理人欲의 승패 관계만 서술됨,N,天理人欲: 형이상학적 원리가 아님
Z005273,"只此一心,但看天理私欲之消長如何爾。",C,天理와 私欲의 消長 관계만 진술함,C,天理私欲의 消長을 언급하나 작용 여부 불분명
Z005278,"學者須是革盡人欲,復盡天理,方始是學。",C,天理 복구를 서술하나 능동성 언급 없음,C,天理를 회복하는 대상으로 언급하나 작용 여부 불분명
Z005281,"而今只是分别人欲與天理,此長彼必短,此短彼必長。",C,"天理와 人欲의 길고 짧음 비교, 작용 언급 없음",C,天理와 人欲의 관계를 언급하나 작용 여부 불분명
Z005283,"既知學問,則天理自然發見,而人欲漸漸消去者,固是好矣。",A,天理自然發見이라 능동적 작용 표현됨,A,天理가 自然發見한다고 하여 능동적 작용을 나타냄
Z005285,"凡一事便有兩端,是底即天理之公,非底乃人欲之私。",C,天理를 공으로 규정하나 작용은 없음,C,天理를 공적인 것으로 규정하나 작용 여부 불분명
Z005289,"義理,身心所自有失,而不知所以復之,富貴身外之物,求之唯恐不得。",C,義理의 존재와 회복 문제만 서술됨,N,義理는 형이상학적 원리 理가 아닌 어휘적 용법
Z005290,"縱使得之,於身心無分毫之益,况不可必得乎?若義理求則得之,能不䘮其所有,可以為聖為賢,利害甚明。",C,義理求則得之라 능동성 명확하지 않음,N,義理는 형이상학적 원리 理가 아닌 어휘적 용법
Z005296,"人欲是不好物事否?""曰:""如克伐怨欲,却不是要去就克伐怨欲上面,要知得到,只是自就道理。",C,道理에 自就한다 작용 주체 불분명,N,道理는 형이상학적 원리 理가 아닌 어휘적 용법
Z005298,"若實是看得大底道理,要去求勝,做甚麽?要去矜夸它人,做甚麽?求仁而得仁,又何怨?怨箇甚麽?耳目口鼻四肢之欲,惟分是安,欲箇甚麽?見得大處分明,這許多小小病痛,都如氷消凍解,無有痕迹矣。",C,大底道理 인식과 결과만 서술됨,N,道理는 형이상학적 원리 理가 아닌 어휘적 용법
Z005303,"問:""此善惡分處,只是天理之公、人欲之私耳。",C,天理之公과 人欲之私 구분만 있음,C,天理를 공적인 것으로 규정하나 작용 여부 불분명
Z005305,"要須驗之此心真知得如何是天理,如何是人欲,幾微間極索理㑹,此心常常要惺覺,莫令頃刻悠悠憒憒大雅》云:""此只是持敬為要。",N,天理는 형이상학적 원리 아닌 일상적 개념임,N,理會는 '이해하다'는 관용적 용법
Z005312,"看道理,須要就那箇大處看,須要前靣䦕濶,不要就那壁角裏去。",N,道理는 형이상학적 원리 아닌 일상적 개념임,N,道理는 '도리'라는 일상적 용법
Z005313,"而今須要天理、人欲、義利公私,分别得明白,將自家日用底,與它勘驗,須漸漸有見處。",N,天理는 형이상학적 원리 아닌 일상적 개념임,C,天理와 人欲의 구별을 말할 뿐 작용 여부 없음
Z005314,"若不去那大壇場上行,理㑹得一句透,只是一句道理小了。",N,理㑹는 이해·판단 의미로 형이상학적 원리 아님,N,理會는 '이해하다'는 관용적 용법
Z005315,"人貴剖判心下,令其分明,善理明之,惡念去之,若義利、若善惡、若是非,母使混殽,不别於其心。",N,善理明之는 도덕적 판단 의미로 형이상학적 원리 아님,N,善理明之는 '잘 다스려 밝히다'는 용법
Z005319,"義也是為己,天理也是為己。",N,天理는 형이상학적 원리 아닌 일상적 개념임,C,天理가 '자신을 위함'이라 할 뿐 작용 여부 없음
Z005327,"且須先做了本子,本子既成,便是就這夲子上理㑹。",N,本子上理㑹는 이해·판단 의미로 형이상학적 원리 아님,N,理會는 '이해하다'는 관용적 용법
Z005328,"不然,只是懸空説易器之問:""義利之分,臨事如何辨?""曰:""此須是工夫到義理精方曉,然未能至此。",N,義理精는 도덕적 판단 의미로 형이상학적 원리 아님,N,義理는 '의리'라는 일상적 용법
Z005333,"將天下正大底道理,去處置事便公,以自家私意,去處之便私。",N,道理는 형이상학적 원리 아닌 일상적 개념임,N,道理는 '도리'라는 일상적 용법
Z005335,"只是理㑹箇是與不是,便了。",N,理㑹는 이해·판단 의미로 형이상학적 원리 아님,N,理會는 '이해하다'는 관용적 용법
Z005336,"又曰:""是便是理。",C,'是便是理'로 능동·수동 불명확함,C,理의 존재를 진술하나 작용 여부 불분명
Z005346,"學者工夫,只求一箇是,天下之理,不過是與非兩端而已。",C,"'天下之理' 존재 언급, 작용 언급 없음",N,"天下之理는 형이상학적 원리이나, 理會는 일상적 용법"
